Id,RealSalePrice
526,176000.0
527,132000.0
528,446261.0
529,86000.0
530,200624.0
531,175000.0
532,128000.0
533,
534,
535,178000.0
536,107500.0
537,188000.0
538,111250.0
539,158000.0
540,272000.0
541,315000.0
542,248000.0
543,213250.0
544,133000.0
545,179665.0
546,229000.0
547,210000.0
548,129500.0
549,125000.0
550,263000.0
551,140000.0
552,112500.0
553,255500.0
554,
555,284000.0
556,113000.0
557,141000.0
558,108000.0
559,175000.0
560,234000.0
561,121500.0
562,170000.0
563,108000.0
564,185000.0
565,268000.0
566,128000.0
567,325000.0
568,214000.0
569,316600.0
570,135960.0
571,142600.0
572,120000.0
573,224500.0
574,170000.0
575,139000.0
576,118500.0
577,145000.0
578,164500.0
579,146000.0
580,131500.0
581,181900.0
582,253293.0
583,118500.0
584,325000.0
585,133000.0
586,369900.0
587,130000.0
588,137000.0
589,143000.0
590,79500.0
591,185900.0
592,451950.0
593,138000.0
594,140000.0
595,110000.0
596,319000.0
597,114504.0
598,194201.0
599,217500.0
600,151000.0
601,275000.0
602,141000.0
603,220000.0
604,151000.0
605,221000.0
606,205000.0
607,152000.0
608,225000.0
609,359100.0
610,118500.0
611,313000.0
612,148000.0
613,261500.0
614,147000.0
615,75500.0
616,137500.0
617,183200.0
618,105500.0
619,314813.0
620,305000.0
621,67000.0
622,240000.0
623,135000.0
624,168500.0
625,165150.0
626,160000.0
627,139900.0
628,153000.0
629,135000.0
630,168500.0
631,124000.0
632,209500.0
633,82500.0
634,139400.0
635,144000.0
636,200000.0
637,60000.0
638,93000.0
639,85000.0
640,264561.0
641,274000.0
642,226000.0
643,345000.0
644,152000.0
645,370878.0
646,143250.0
647,
648,155000.0
649,155000.0
650,84500.0
651,205950.0
652,108000.0
653,191000.0
654,135000.0
655,350000.0
656,88000.0
657,145500.0
658,149000.0
659,97500.0
660,167000.0
661,197900.0
662,402000.0
663,110000.0
664,137500.0
665,423000.0
666,230500.0
667,129000.0
668,193500.0
669,168000.0
670,137500.0
671,173500.0
672,103600.0
673,165000.0
674,257500.0
675,140000.0
676,148500.0
677,87000.0
678,109500.0
679,372500.0
680,128500.0
681,143000.0
682,159434.0
683,173000.0
684,285000.0
685,221000.0
686,207500.0
687,227875.0
688,148800.0
689,392000.0
690,194700.0
691,
692,755000.0
693,335000.0
694,108480.0
695,141500.0
696,176000.0
697,89000.0
698,123500.0
699,138500.0
700,196000.0
701,312500.0
702,140000.0
703,361919.0
704,140000.0
705,213000.0
706,
707,302000.0
708,254000.0
709,179540.0
710,109900.0
711,52000.0
712,102776.0
713,189000.0
714,129000.0
715,130500.0
716,165000.0
717,159500.0
718,157000.0
719,341000.0
720,128500.0
721,275000.0
722,143000.0
723,124500.0
724,135000.0
725,320000.0
726,120500.0
727,222000.0
728,194500.0
729,110000.0
730,103000.0
731,236500.0
732,187500.0
733,222500.0
734,131400.0
735,108000.0
736,163000.0
737,
738,239900.0
739,179000.0
740,190000.0
741,132000.0
742,142000.0
743,179000.0
744,175000.0
745,180000.0
746,299800.0
747,236000.0
748,265979.0
749,260400.0
750,
751,96500.0
752,162000.0
753,217000.0
754,275500.0
755,156000.0
756,172500.0
757,212000.0
758,158900.0
759,179400.0
760,290000.0
761,127500.0
762,100000.0
763,215200.0
764,337000.0
765,270000.0
766,264132.0
767,196500.0
768,160000.0
769,216837.0
770,538000.0
771,134900.0
772,102000.0
773,107000.0
774,114500.0
775,395000.0
776,162000.0
777,221500.0
778,142500.0
779,
780,135000.0
781,176000.0
782,175900.0
783,187100.0
784,165500.0
785,128000.0
786,161500.0
787,139000.0
788,233000.0
789,107900.0
790,187500.0
791,160200.0
792,146800.0
793,269790.0
794,225000.0
795,194500.0
796,171000.0
797,143500.0
798,110000.0
799,485000.0
800,175000.0
801,200000.0
802,109900.0
803,189000.0
804,582933.0
805,118000.0
806,227680.0
807,135500.0
808,223500.0
809,159950.0
810,106000.0
811,181000.0
812,144500.0
813,55993.0
814,157900.0
815,116000.0
816,224900.0
817,137000.0
818,271000.0
819,155000.0
820,224000.0
821,183000.0
822,93000.0
823,225000.0
824,139500.0
825,232600.0
826,385000.0
827,109500.0
828,189000.0
829,185000.0
830,
831,166000.0
832,151000.0
833,237000.0
834,167000.0
835,139950.0
836,128000.0
837,153500.0
838,100000.0
839,144000.0
840,130500.0
841,140000.0
842,157500.0
843,174900.0
844,141000.0
845,153900.0
846,171000.0
847,213000.0
848,133500.0
849,240000.0
850,187000.0
851,131500.0
852,215000.0
853,164000.0
854,158000.0
855,170000.0
856,127000.0
857,147000.0
858,174000.0
859,152000.0
860,250000.0
861,189950.0
862,131500.0
863,152000.0
864,132500.0
865,250580.0
866,148500.0
867,248900.0
868,129000.0
869,
870,236000.0
871,109500.0
872,200500.0
873,116000.0
874,133000.0
875,66500.0
876,303477.0
877,132250.0
878,350000.0
879,148000.0
880,136500.0
881,157000.0
882,187500.0
883,178000.0
884,118500.0
885,100000.0
886,328900.0
887,145000.0
888,135500.0
889,268000.0
890,149500.0
891,122900.0
892,172500.0
893,154500.0
894,165000.0
895,
896,140000.0
897,106500.0
898,
899,611657.0
900,135000.0
901,110000.0
902,153000.0
903,180000.0
904,240000.0
905,125500.0
906,128000.0
907,255000.0
908,250000.0
909,131000.0
910,174000.0
911,154300.0
912,143500.0
913,88000.0
914,145000.0
915,173733.0
916,75000.0
917,35311.0
918,135000.0
919,238000.0
920,176500.0
921,201000.0
922,145900.0
923,169990.0
924,193000.0
925,207500.0
926,175000.0
927,285000.0
928,176000.0
929,236500.0
930,222000.0
931,201000.0
932,117500.0
933,320000.0
934,190000.0
935,242000.0
936,79900.0
937,184900.0
938,253000.0
939,239799.0
940,244400.0
941,150900.0
942,214000.0
943,150000.0
944,143000.0
945,137500.0
946,124900.0
947,143000.0
948,270000.0
949,192500.0
950,197500.0
951,129000.0
952,119900.0
953,133900.0
954,172000.0
955,127500.0
956,145000.0
957,124000.0
958,132000.0
959,185000.0
960,155000.0
961,116500.0
962,272000.0
963,155000.0
964,239000.0
965,214900.0
966,178900.0
967,160000.0
968,135000.0
969,37900.0
970,140000.0
971,135000.0
972,173000.0
973,99500.0
974,182000.0
975,167500.0
976,165000.0
977,85500.0
978,199900.0
979,110000.0
980,139000.0
981,178400.0
982,336000.0
983,159895.0
984,255900.0
985,
986,125000.0
987,117000.0
988,395192.0
989,195000.0
990,197000.0
991,348000.0
992,168000.0
993,187000.0
994,173900.0
995,337500.0
996,121600.0
997,136500.0
998,185000.0
999,91000.0
1000,206000.0
1001,
1002,86000.0
1003,232000.0
1004,136905.0
1005,181000.0
1006,149900.0
1007,163500.0
1008,88000.0
1009,240000.0
1010,102000.0
1011,135000.0
1012,
1013,165000.0
1014,85000.0
1015,119200.0
1016,227000.0
1017,203000.0
1018,187500.0
1019,160000.0
1020,213490.0
1021,176000.0
1022,194000.0
1023,87000.0
1024,191000.0
1025,287000.0
1026,112500.0
1027,167500.0
1028,293077.0
1029,105000.0
1030,118000.0
1031,160000.0
1032,197000.0
1033,310000.0
1034,230000.0
1035,119750.0
1036,
1037,315500.0
1038,287000.0
1039,97000.0
1040,80000.0
1041,155000.0
1042,173000.0
1043,196000.0
1044,262280.0
1045,278000.0
1046,
1047,556581.0
1048,145000.0
1049,
1050,
1051,176485.0
1052,200141.0
1053,165000.0
1054,144500.0
1055,255000.0
1056,180000.0
1057,185850.0
1058,248000.0
1059,335000.0
1060,220000.0
1061,213500.0
1062,81000.0
1063,90000.0
1064,110500.0
1065,154000.0
1066,328000.0
1067,178000.0
1068,167900.0
1069,151400.0
1070,135000.0
1071,135000.0
1072,154000.0
1073,91500.0
1074,159500.0
1075,194000.0
1076,219500.0
1077,170000.0
1078,138800.0
1079,155900.0
1080,126000.0
1081,145000.0
1082,133000.0
1083,192000.0
1084,160000.0
1085,187500.0
1086,147000.0
1087,83500.0
1088,252000.0
1089,137500.0
1090,197000.0
1091,
1092,160000.0
1093,136500.0
1094,146000.0
1095,129000.0
1096,176432.0
1097,127000.0
1098,170000.0
1099,128000.0
1100,157000.0
1101,60000.0
1102,119500.0
1103,135000.0
1104,159500.0
1105,106000.0
1106,325000.0
1107,179900.0
1108,274725.0
1109,181000.0
1110,280000.0
1111,188000.0
1112,205000.0
1113,129900.0
1114,134500.0
1115,117000.0
1116,318000.0
1117,184100.0
1118,130000.0
1119,140000.0
1120,133700.0
1121,118400.0
1122,212900.0
1123,112000.0
1124,118000.0
1125,163900.0
1126,115000.0
1127,174000.0
1128,259000.0
1129,215000.0
1130,140000.0
1131,135000.0
1132,93500.0
1133,117500.0
1134,239500.0
1135,169000.0
1136,102000.0
1137,119000.0
1138,94000.0
1139,196000.0
1140,144000.0
1141,139000.0
1142,197500.0
1143,424870.0
1144,80000.0
1145,80000.0
1146,149000.0
1147,180000.0
1148,174500.0
1149,116900.0
1150,143000.0
1151,124000.0
1152,149900.0
1153,230000.0
1154,120500.0
1155,201800.0
1156,218000.0
1157,179900.0
1158,230000.0
1159,235128.0
1160,185000.0
1161,146000.0
1162,224000.0
1163,129000.0
1164,108959.0
1165,194000.0
1166,233170.0
1167,245350.0
1168,173000.0
1169,235000.0
1170,625000.0
1171,171000.0
1172,163000.0
1173,171900.0
1174,200500.0
1175,239000.0
1176,285000.0
1177,119500.0
1178,115000.0
1179,154900.0
1180,
1181,250000.0
1182,392500.0
1183,745000.0
1184,120000.0
1185,186700.0
1186,104900.0
1187,95000.0
1188,262000.0
1189,195000.0
1190,189000.0
1191,168000.0
1192,174000.0
1193,125000.0
1194,165000.0
1195,158000.0
1196,176000.0
1197,219210.0
1198,144000.0
1199,178000.0
1200,148000.0
1201,116050.0
1202,197900.0
1203,117000.0
1204,213000.0
1205,153500.0
1206,271900.0
1207,107000.0
1208,200000.0
1209,140000.0
1210,290000.0
1211,189000.0
1212,164000.0
1213,113000.0
1214,145000.0
1215,134500.0
1216,125000.0
1217,
1218,229456.0
1219,
1220,91500.0
1221,115000.0
1222,134000.0
1223,143000.0
1224,137900.0
1225,184000.0
1226,145000.0
1227,214000.0
1228,147000.0
1229,367294.0
1230,127000.0
1231,190000.0
1232,132500.0
1233,
1234,142000.0
1235,130000.0
1236,138887.0
1237,175500.0
1238,195000.0
1239,142500.0
1240,265900.0
1241,224900.0
1242,248328.0
1243,170000.0
1244,465000.0
1245,230000.0
1246,178000.0
1247,186500.0
1248,169900.0
1249,129500.0
1250,119000.0
1251,244000.0
1252,171750.0
1253,130000.0
1254,294000.0
1255,165400.0
1256,127500.0
1257,301500.0
1258,99900.0
1259,190000.0
1260,151000.0
1261,181000.0
1262,128900.0
1263,161500.0
1264,180500.0
1265,181000.0
1266,183900.0
1267,122000.0
1268,378500.0
1269,381000.0
1270,144000.0
1271,260000.0
1272,185750.0
1273,137000.0
1274,177000.0
1275,139000.0
1276,137000.0
1277,162000.0
1278,197900.0
1279,237000.0
1280,68400.0
1281,227000.0
1282,180000.0
1283,150500.0
1284,139000.0
1285,169000.0
1286,132500.0
1287,143000.0
1288,190000.0
1289,278000.0
1290,281000.0
1291,180500.0
1292,119500.0
1293,107500.0
1294,162900.0
1295,115000.0
1296,138500.0
1297,155000.0
1298,140000.0
1299,160000.0
1300,154000.0
1301,225000.0
1302,177500.0
1303,290000.0
1304,232000.0
1305,130000.0
1306,325000.0
1307,202500.0
1308,138000.0
1309,147000.0
1310,179200.0
1311,335000.0
1312,203000.0
1313,302000.0
1314,333168.0
1315,119000.0
1316,206900.0
1317,295493.0
1318,208900.0
1319,275000.0
1320,111000.0
1321,156500.0
1322,
1323,190000.0
1324,82500.0
1325,147000.0
1326,55000.0
1327,79000.0
1328,130500.0
1329,256000.0
1330,176500.0
1331,227000.0
1332,132500.0
1333,100000.0
1334,125500.0
1335,125000.0
1336,167900.0
1337,135000.0
1338,52500.0
1339,200000.0
1340,128500.0
1341,123000.0
1342,155000.0
1343,228500.0
1344,177000.0
1345,155835.0
1346,108500.0
1347,262500.0
1348,283463.0
1349,215000.0
1350,122000.0
1351,200000.0
1352,171000.0
1353,134900.0
1354,410000.0
1355,235000.0
1356,170000.0
1357,110000.0
1358,149900.0
1359,177500.0
1360,315000.0
1361,189000.0
1362,260000.0
1363,104900.0
1364,156932.0
1365,144152.0
1366,216000.0
1367,193000.0
1368,127000.0
1369,144000.0
1370,232000.0
1371,105000.0
1372,165500.0
1373,274300.0
1374,466500.0
1375,250000.0
1376,239000.0
1377,91000.0
1378,117000.0
1379,83000.0
1380,167500.0
1381,58500.0
1382,237500.0
1383,157000.0
1384,112000.0
1385,105000.0
1386,125500.0
1387,250000.0
1388,136000.0
1389,377500.0
1390,131000.0
1391,235000.0
1392,124000.0
1393,123000.0
1394,163000.0
1395,246578.0
1396,281213.0
1397,160000.0
1398,137500.0
1399,138000.0
1400,137450.0
1401,120000.0
1402,193000.0
1403,193879.0
1404,282922.0
1405,105000.0
1406,275000.0
1407,133000.0
1408,112000.0
1409,125500.0
1410,215000.0
1411,230000.0
1412,140000.0
1413,
1414,257000.0
1415,207000.0
1416,175900.0
1417,122500.0
1418,340000.0
1419,124000.0
1420,223000.0
1421,179900.0
1422,127500.0
1423,136500.0
1424,274970.0
1425,144000.0
1426,142000.0
1427,271000.0
1428,140000.0
1429,119000.0
1430,182900.0
1431,192140.0
1432,143750.0
1433,64500.0
1434,186500.0
1435,160000.0
1436,174000.0
1437,120500.0
1438,394617.0
1439,149700.0
1440,197000.0
1441,191000.0
1442,
1443,310000.0
1444,121000.0
1445,179600.0
1446,129000.0
1447,157900.0
1448,240000.0
1449,112000.0
1450,92000.0
1451,136000.0
1452,287090.0
1453,145000.0
1454,84500.0
1455,185000.0
1456,175000.0
1457,210000.0
1458,266500.0
1459,142125.0
1460,147500.0
1461,105000.0
1462,172000.0
1463,189900.0
1464,195500.0
1465,191500.0
1466,175900.0
1467,185000.0
1468,180400.0
1469,171500.0
1470,126000.0
1471,184000.0
1472,96000.0
1473,105500.0
1474,149900.0
1475,120000.0
1476,376162.0
1477,290941.0
1478,275000.0
1479,259000.0
1480,500000.0
1481,320000.0
1482,205000.0
1483,199500.0
1484,160000.0
1485,184500.0
1486,185088.0
1487,355000.0
1488,221500.0
1489,204500.0
1490,271500.0
1491,181000.0
1492,67500.0
1493,169000.0
1494,362500.0
1495,285000.0
1496,260000.0
1497,190000.0
1498,155000.0
1499,149500.0
1500,152000.0
1501,177000.0
1502,147110.0
1503,267916.0
1504,254000.0
1505,230000.0
1506,218500.0
1507,243500.0
1508,212500.0
1509,171000.0
1510,142250.0
1511,159000.0
1512,178900.0
1513,136300.0
1514,84900.0
1515,197600.0
1516,172500.0
1517,178000.0
1518,135000.0
1519,214000.0
1520,136000.0
1521,108538.0
1522,159500.0
1523,108000.0
1524,135000.0
1525,122500.0
1526,119000.0
1527,105000.0
1528,132000.0
1529,148000.0
1530,192000.0
1531,80400.0
1532,109500.0
1533,143000.0
1534,119000.0
1535,129000.0
1536,100000.0
1537,12789.0
1538,150000.0
1539,240000.0
1540,76500.0
1541,140750.0
1542,128500.0
1543,209500.0
1544,87000.0
1545,134000.0
1546,128000.0
1547,132000.0
1548,139900.0
1549,123900.0
1550,138400.0
1551,109500.0
1552,149500.0
1553,159900.0
1554,122000.0
1555,173000.0
1556,107500.0
1557,100000.0
1558,95000.0
1559,93369.0
1560,114900.0
1561,136000.0
1562,137900.0
1563,137250.0
1564,160250.0
1565,163000.0
1566,270000.0
1567,85000.0
1568,230000.0
1569,124000.0
1570,144500.0
1571,127000.0
1572,128000.0
1573,308030.0
1574,114000.0
1575,270000.0
1576,218000.0
1577,187000.0
1578,138500.0
1579,159000.0
1580,191000.0
1581,150000.0
1582,127000.0
1583,318000.0
1584,240000.0
1585,143750.0
1586,
1587,155891.0
1588,144000.0
1589,64000.0
1590,125200.0
1591,90000.0
1592,104000.0
1593,126000.0
1594,
1595,100000.0
1596,257500.0
1597,215000.0
1598,203135.0
1599,185000.0
1600,162500.0
1601,82000.0
1602,110000.0
1603,50138.0
1604,246000.0
1605,254900.0
1606,190000.0
1607,170000.0
1608,220000.0
1609,179781.0
1610,174000.0
1611,169000.0
1612,173500.0
1613,166500.0
1614,119500.0
1615,76000.0
1616,88250.0
1617,85500.0
1618,130000.0
1619,149900.0
1620,159000.0
1621,136000.0
1622,161000.0
1623,285000.0
1624,231000.0
1625,124500.0
1626,157000.0
1627,189500.0
1628,270000.0
1629,189000.0
1630,375000.0
1631,240000.0
1632,239500.0
1633,177500.0
1634,191000.0
1635,181316.0
1636,166000.0
1637,185000.0
1638,154000.0
1639,200000.0
1640,249000.0
1641,184000.0
1642,240900.0
1643,220000.0
1644,235000.0
1645,213000.0
1646,167900.0
1647,158000.0
1648,128000.0
1649,143000.0
1650,76500.0
1651,130000.0
1652,111000.0
1653,97000.0
1654,146000.0
1655,123000.0
1656,137900.0
1657,147000.0
1658,138000.0
1659,128500.0
1660,148800.0
1661,462000.0
1662,398800.0
1663,404000.0
1664,610000.0
1665,360000.0
1666,296000.0
1667,409900.0
1668,335000.0
1669,300000.0
1670,324000.0
1671,269500.0
1672,445000.0
1673,290000.0
1674,255900.0
1675,213000.0
1676,184500.0
1677,212500.0
1678,552000.0
1679,382500.0
1680,320000.0
1681,248500.0
1682,286500.0
1683,173000.0
1684,184000.0
1685,167800.0
1686,180000.0
1687,170000.0
1688,189500.0
1689,195500.0
1690,192000.0
1691,178000.0
1692,257500.0
1693,167000.0
1694,190000.0
1695,156000.0
1696,245000.0
1697,168000.0
1698,327000.0
1699,315000.0
1700,260000.0
1701,263550.0
1702,275000.0
1703,257500.0
1704,275500.0
1705,245000.0
1706,468000.0
1707,225000.0
1708,229800.0
1709,250000.0
1710,238500.0
1711,270000.0
1712,264500.0
1713,291000.0
1714,234500.0
1715,209000.0
1716,159000.0
1717,152000.0
1718,143500.0
1719,193000.0
1720,203000.0
1721,159000.0
1722,142000.0
1723,153000.0
1724,224243.0
1725,220000.0
1726,171500.0
1727,145000.0
1728,184000.0
1729,162000.0
1730,
1731,110000.0
1732,141000.0
1733,122000.0
1734,124100.0
1735,129000.0
1736,123000.0
1737,275000.0
1738,235000.0
1739,280750.0
1740,222000.0
1741,195000.0
1742,180000.0
1743,156000.0
1744,318750.0
1745,241600.0
1746,180500.0
1747,206000.0
1748,256900.0
1749,163000.0
1750,113000.0
1751,230000.0
1752,130000.0
1753,143000.0
1754,168500.0
1755,172500.0
1756,141500.0
1757,118000.0
1758,140000.0
1759,177625.0
1760,153000.0
1761,145100.0
1762,177500.0
1763,174500.0
1764,122000.0
1765,175000.0
1766,187500.0
1767,256000.0
1768,150000.0
1769,176000.0
1770,149500.0
1771,120000.0
1772,153000.0
1773,144000.0
1774,135000.0
1775,131000.0
1776,126000.0
1777,113000.0
1778,145500.0
1779,
1780,152500.0
1781,129900.0
1782,99900.0
1783,149000.0
1784,114000.0
1785,125000.0
1786,142900.0
1787,156500.0
1788,59000.0
1789,106000.0
1790,78500.0
1791,190000.0
1792,154000.0
1793,163000.0
1794,143500.0
1795,135000.0
1796,113500.0
1797,128500.0
1798,128000.0
1799,118900.0
1800,138000.0
1801,133500.0
1802,135000.0
1803,144750.0
1804,145000.0
1805,127000.0
1806,128900.0
1807,103500.0
1808,130000.0
1809,129000.0
1810,150000.0
1811,94550.0
1812,103000.0
1813,129500.0
1814,80000.0
1815,
1816,99500.0
1817,87500.0
1818,160000.0
1819,119000.0
1820,58500.0
1821,119000.0
1822,146500.0
1823,44000.0
1824,149000.0
1825,137000.0
1826,93000.0
1827,115000.0
1828,150000.0
1829,126500.0
1830,155000.0
1831,179900.0
1832,62500.0
1833,149000.0
1834,123000.0
1835,97500.0
1836,135000.0
1837,70000.0
1838,116000.0
1839,88750.0
1840,179000.0
1841,159900.0
1842,63000.0
1843,113500.0
1844,149900.0
1845,165000.0
1846,148000.0
1847,165000.0
1848,
1849,
1850,121500.0
1851,154400.0
1852,125000.0
1853,139500.0
1854,162000.0
1855,156500.0
1856,239900.0
1857,
1858,
1859,
1860,148325.0
1861,
1862,269500.0
1863,269500.0
1864,269500.0
1865,323262.0
1866,332000.0
1867,239900.0
1868,272500.0
1869,200000.0
1870,221800.0
1871,237000.0
1872,173000.0
1873,233500.0
1874,143000.0
1875,207000.0
1876,200000.0
1877,203000.0
1878,201000.0
1879,140000.0
1880,134900.0
1881,250000.0
1882,254750.0
1883,198500.0
1884,211000.0
1885,220000.0
1886,279500.0
1887,210000.0
1888,293200.0
1889,170000.0
1890,127000.0
1891,145500.0
1892,85000.0
1893,120000.0
1894,119900.0
1895,103500.0
1896,122000.0
1897,160000.0
1898,105000.0
